-7.8217000000000003e-01 1.0087400000000000e+00 -4.7363400000000000e-01  1.0418710506304961e-02 2.4250026021972193e-01 2.5871519855929448e-01 -1.5998198026355916e+00 -3.9787380045176945e+00 -5.0944227444529311e+00
7.7031099999999997e-01 -9.5229600000000003e-01 -2.1294700000000000e-01  -2.1500086901668229e+00 -1.9008154867132827e+00 -9.7651159732386072e-01 2.9996043900783365e-01 -2.8570891858324166e-01 2.6624181470831815e-01
4.5637600000000000e-01 -2.3422000000000001e-01 1.0243660000000001e+00  9.1007215426860333e-01 -4.2333216605699148e-01 3.1083669368349804e+00 1.2159442729527864e-01 2.8139652020425325e+00 2.7267949007350154e+00
-7.0746000000000003e-02 2.2598599999999999e-01 1.4865200000000001e+00  3.6064832380395959e+00 -7.5538035504247318e+00 2.2861141784233138e-01 -1.1911139491632006e+00 -1.3580603231281498e+00 -2.6615472517873715e+00
-2.0849899999999999e-01 -4.7685899999999998e-01 1.3780420000000000e+00  1.4737036541194077e+00 1.8570540791245294e+00 -2.1779452725908106e+00 1.6264109326277540e+00 2.8893482220800965e-01 1.0016851051231739e+00
2.8868800000000000e-01 -3.3349099999999998e-01 -4.4427699999999998e-01  3.1264464461024755e+00 -2.4080315650842501e-01 1.8602621575649549e+00 -4.2619881944419180e-01 2.8190872482999323e+00 2.5166046525838186e+00
-3.4714099999999998e-01 2.0275599999999999e-01 7.9132400000000003e-01  6.4988436736676813e-03 -3.6266211779393904e+00 7.2845774412350084e-01 1.9396775498439058e+00 6.0431913618815447e-01 -2.0623455980183771e+00
4.7753600000000002e-01 -4.7129599999999999e-01 -1.1548100000000000e-01  -6.8342795528287645e+00 1.1389297271934160e+00 -6.7086793428682920e+00 1.1938352750735696e+01 -1.9812123189054656e+01 3.0742339573069302e+00
3.1014999999999998e-01 6.5741999999999995e-02 -7.8779900000000003e-01  1.1570442979187476e+00 4.4038288564485288e+00 1.6946893969952137e+00 -9.6767942436171928e-01 -6.6645602886623889e-01 1.0088785735986652e+00
-8.2342199999999999e-01 8.5413099999999997e-01 9.6694800000000003e-01  1.0732079387271980e+00 2.6341748209557183e+00 3.5301213941121707e+00 -1.5125403877585322e+00 7.1182263787280808e+00 1.6609000393841795e+00
-5.3426899999999999e-01 8.3847499999999997e-01 1.4261850000000000e+00  1.4540485259538416e+00 -5.8220763780932883e-01 5.8374660417468405e-01 -5.2246368238790186e-01 -9.5676045254583647e-02 -1.8716725594814954e-01
5.5754300000000001e-01 -8.1184999999999996e-01 -8.9799200000000001e-01  1.8670351599580952e+00 5.4694790551427272e-02 -8.2611890522309706e-01 -6.4012596594566284e-01 1.2113907342714558e-02 -4.1397731901133029e-02
-1.1183639999999999e+00 -1.1699800000000000e-01 4.3223400000000001e-01  -4.6150551483399607e+00 -1.1284957707075440e+00 -7.2916809226157220e+00 -3.3133065767878449e+00 1.0481656161621939e+00 -1.4734027783077852e+00
